,Energy,Gradient,Iteration,Noise,Time
0,-126.69904743,18.6285512,0.0,0.00274,1142.15
1,-128.51527065,3.15694745,1.0,0.00242,2999.38
2,-128.75433072,1.515147,2.0,0.00177,4578.97
3,-128.85643102,0.54177263,3.0,0.00127,6073.05
4,-128.8994266,0.16705814,4.0,0.000688,7565.03
5,-128.90400277,0.0951705,5.0,0.000763,9124.78
6,-128.90522117,0.07539261,6.0,0.000726,10584.57
7,-128.90576216,0.03613072,7.0,0.000745,11907.91
8,-128.90475045,0.05248922,8.0,0.000989,13317.11
9,-128.90660551,0.05594137,9.0,0.00144,14640.78
10,-128.90739421,0.02587466,10.0,0.00111,16218.53
11,-128.9070973,0.02524333,11.0,0.00084,17642.37
12,-128.90647913,0.02407537,12.0,0.000643,19150.88
13,-128.90733051,0.01802108,13.0,0.000848,20268.76
14,-128.90709528,0.030514,14.0,0.000717,21644.25
15,-128.90589027,0.02758214,15.0,0.000674,22830.77
16,-128.90631014,0.01912598,16.0,0.000725,23915.7
17,-128.90708255,0.01984734,17.0,0.000753,25391.68
18,-128.90798857,0.02508184,18.0,0.00114,26937.18
19,-128.90769435,0.02209598,19.0,0.000979,28177.17
20,-128.90571486,0.01262368,20.0,0.000703,29688.15
21,-128.90472119,0.02968605,21.0,0.000699,31232.88
22,-128.90571725,0.07385115,22.0,0.00132,32726.77
23,-128.90737428,0.0486014,23.0,0.000685,34187.3
24,-128.90736431,0.03728196,24.0,0.000694,35834.44
25,-128.90660487,0.0330829,25.0,0.000707,37311.11
26,-128.90576667,0.0221378,26.0,0.000647,38805.85
27,-128.90582206,0.039665,27.0,0.000662,40283.27
28,-128.90675889,0.01729077,28.0,0.000752,41861.86
29,-128.90778232,0.01628306,29.0,0.0007,43116.62
30,-128.90703988,0.03413223,30.0,0.000719,44626.01
31,-128.906585,0.0535259,31.0,0.000792,46018.44
32,-128.90659406,0.01785174,32.0,0.000762,47511.8
33,-128.9084659,0.01851806,33.0,0.000659,49090.08
34,-128.90736385,0.01915808,34.0,0.000771,50482.68
35,-128.90657406,0.03581997,35.0,0.00063,52045.64
36,-128.90845001,0.15048601,36.0,0.000935,53301.98
37,-128.90814507,0.05587192,37.0,0.000742,54863.89
38,-128.90334098,0.34688884,38.0,0.0215,56168.51
39,-128.90514195,0.02108741,39.0,0.000639,57713.23
40,-128.90714291,0.01516609,40.0,0.000998,59192.25
41,-128.90664158,0.02814884,41.0,0.000732,60651.88
42,-128.90545616,0.02330956,42.0,0.000675,61668.13
43,-128.90713985,0.03254917,43.0,0.000662,63145.14
44,-128.90723346,0.01875241,44.0,0.000677,64739.87
45,-128.90819687,0.04571123,45.0,0.000696,66350.75
46,-128.90767801,0.0733989,46.0,0.000877,67520.32
47,-128.90721952,0.02678674,47.0,0.000713,69031.68
48,-128.90831274,0.01487958,48.0,0.000775,70506.54
49,-128.90666831,0.01476579,49.0,0.000667,71776.85
