(0.0351404,0) | (-0.0116742,0)
(-0.0265153,0) | (-0.0333153,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(-0.00746656,0) | (0.00573507,0)
(0.0479657,0) | (-0.0743465,0)
(0.0354366,0) | (-0.032268,0)
(-0.0398774,0) | (-0.0405072,0)
(0.0176625,0) | (-0.0102603,0)
(0.0448329,0) | (0.0563496,0)
(0.00857735,0) | (-0.00847449,0)
(0.0135455,0) | (0.0127344,0)
(-0.0708114,0) | (0.0572357,0)
(0.194257,0) | (-0.209992,0)
(-0.0386671,0) | (0.0315655,0)
(0.116355,0) | (-0.155719,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(-0.00681093,0) | (0.0105053,0)
(0.000857914,0) | (-0.00033653,0)
(0.00645407,0) | (-0.00881907,0)
(0.00968133,0) | (0.0162679,0)
(0.00296355,0) | (-0.00131593,0)
(-0.021234,0) | (0.0309982,0)
(-0.00166712,0) | (0.000474229,0)
(0.0116877,0) | (0.00433605,0)
(0.00911078,0) | (-0.0101969,0)
(-0.0366375,0) | (0.0451941,0)
(-0.0412154,0) | (0.0382325,0)
(0.0110233,0) | (-0.000302841,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0.000438897,0) | (-0.00512071,0)
(-0.00177854,0) | (0.00457654,0)
(-0.00472147,0) | (0.00788877,0)
(-0.00223797,0) | (-0.0126387,0)
(0.00421427,0) | (-0.0084078,0)
(0.081848,0) | (-0.0662736,0)
(0.00019731,0) | (0.00480897,0)
(0.0414614,0) | (-0.0273535,0)
(-0.0136693,0) | (0.0120068,0)
(-0.101705,0) | (0.122668,0)
(0.0935997,0) | (-0.0913314,0)
(-0.159096,0) | (0.116393,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
(0,0) | (0,0)
