1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0.0166963	0.0138849	0.0106603	0.0079107	0.00577999	0.00222138	0.00338511	0.00363424	0.00337813	0.00290935	0.00239377	0.0185446	0.0172519	0.012926	0.00907721	0.00622847	0.00424253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020082	0.0206825	0.0170938	0.0131058	0.00973119	0.00185222	0.0122611	0.0125235	0.0103379	0.00793226	0.0134044	0.0133554	0.0109362	0.00836062	0.0019618	0.00795405	0.00794791	0.00652323	0.00152195	0.00503872	0.00497267	0.00920178	0.00885713	0.00717872	0.00193617	0.00535002	0.00520072	0.0012876	0.00332527	0.000961591	0.00642537	0.00598519	0.00176214	0.00368224	0.00108938	0.00453708	0.00151347	0.0242107	0.0211179	0.0165063	0.0123526	0.00906729	0.0153614	0.0149772	0.0121246	0.00921201	0.00681528	0.0165897	0.0133712	0.0101366	0.00748796	0.0106975	0.00929167	0.00724244	0.00542088	0.00660606	0.00544014	0.00416153	0.0110446	0.00855318	0.00637875	0.00712993	0.00583834	0.00445507	0.00412398	0.00329112	0.00246986	0.00731138	0.00553785	0.00470191	0.00372169	0.00261089	0.00485298	0.00310355	0	-0.0312695	0.000518177	0.0312696	0.000263131	-0.0301885	0.00054976	0.0301886	0.00025565	-0.0225941	0.000519766	0.0225942	0.000207866	-1.805e-05	-2.36424e-05	1.80499e-05	2.8878e-05	-0.00098918	-0.000100089	0.000989182	-7.80199e-05	0.00317542	3.27411e-05	-0.00317542	-0.000194068	-0.0138203	0.000331136	0.0138204	-8.83765e-05	0.000843549	0.000192644	-0.000843549	-0.000283992	0.0218111	-3.99851e-05	-0.0218111	-0.00052037	-0.0001866	-8.99117e-06	0.0001866	2.03777e-05	-0.000663274	-0.000110402	0.000663275	-9.28721e-05	0.00696731	-0.000265726	-0.00696732	-0.000141164	0.0310791	0.000332219	0.031079	0.000183179	0.0299562	0.000308841	0.0299562	0.000172427	0.0221966	0.000176497	0.0221966	0.000101279	-0.000532601	-0.000167712	-0.0005326	-9.86469e-05	0.000176546	0.000202507	0.000176546	-0.000131017	-0.00257687	0.000420914	-0.00257686	0.00030812	0.0138394	0.000699397	0.0138394	0.000463858	-0.000792155	0.000728442	-0.000792152	0.000512609	-0.0218117	0.00063383	-0.0218117	0.000490002	-0.00104962	-0.000183363	-0.00104962	-0.000116717	0.000378991	0.000212804	0.000378991	-0.000151823	-0.00727645	0.000186127	-0.00727643	0.000119302	
0	0	0	0	0	0	0	0	0.0138849	0.0117401	0.00914046	0.00686496	0.00506899	0.00213445	0.00314316	0.00331626	0.00305169	0.00261209	0.00214102	0.0155088	0.0145992	0.0110529	0.00783417	0.00542072	0.00372056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165978	0.0173499	0.0145518	0.0113029	0.00848901	0.00187257	0.0102471	0.0105814	0.00885167	0.00687586	0.01121	0.0112913	0.00936814	0.0072493	0.00191768	0.0067117	0.00675999	0.00561568	0.00148762	0.00428559	0.00425347	0.00777051	0.00754117	0.00618496	0.00183609	0.0045512	0.00445041	0.0012359	0.00284769	0.000918169	0.00547006	0.00512859	0.00163782	0.00315405	0.00102692	0.00388916	0.00138837	0.0202526	0.0179002	0.014174	0.0107318	0.00795985	0.0130777	0.0127668	0.0104411	0.00801883	0.00599246	0.0140975	0.0114886	0.00880698	0.00657294	0.00921203	0.00802417	0.00631062	0.00476853	0.00575526	0.00475338	0.00366496	0.00949807	0.00742863	0.00559558	0.00619681	0.0050937	0.00391887	0.00362528	0.00290248	0.00219032	0.00635006	0.00485371	0.00411928	0.00327491	0.00231242	0.00425118	0.00273838	0	-0.0278666	0.000472625	0.0278667	0.000234184	-0.0265917	0.000499098	0.0265918	0.000223223	-0.0192993	0.000467535	0.0192994	0.000170843	4.13912e-05	-2.14696e-05	-4.13913e-05	2.46007e-05	-0.000888296	-9.67225e-05	0.000888297	-7.64753e-05	0.00366286	1.0625e-05	-0.00366286	-0.000171644	-0.0121196	0.000288073	0.0121197	-6.10402e-05	0.000681023	0.000160266	-0.000681022	-0.000220799	0.0180866	-4.51709e-05	-0.0180867	-0.000400074	-9.77195e-05	-1.00235e-05	9.77196e-05	1.89307e-05	-0.000580991	-0.000105673	0.000580992	-8.8737e-05	0.00604729	-0.000249569	-0.00604729	-0.000121931	0.027635	0.000301133	0.0276349	0.000169776	0.0263214	0.000278258	0.0263214	0.000159096	0.0188909	0.000158901	0.0188909	9.41503e-05	-0.00042446	-0.000156001	-0.000424459	-9.33634e-05	0.00021571	0.000191357	0.00021571	-0.000124837	-0.00300347	0.000375379	-0.00300346	0.000279299	0.0121278	0.000614824	0.0121278	0.00041678	-0.000632142	0.000627642	-0.00063214	0.000452579	-0.0180807	0.000522908	-0.0180806	0.000418416	-0.000968727	-0.000172414	-0.000968726	-0.000111858	0.000343726	0.000203479	0.000343725	-0.000146955	-0.00632323	0.000174934	-0.00632322	0.000116212	
