,Energy,Gradient,Iteration,Noise,Time
0,-126.69904743,18.6285512,0.0,0.00274,569.91
1,-128.51859576,3.18840624,1.0,0.00222,1190.77
2,-128.81545362,0.92508972,2.0,0.0011,1729.63
3,-128.87368102,0.1133384,3.0,0.00101,2347.17
4,-128.88706007,0.02495849,4.0,0.000906,2923.75
5,-128.89033546,0.02512051,5.0,0.000863,3518.74
6,-128.89457624,0.05601727,6.0,0.000895,4168.31
7,-128.89785539,0.08181026,7.0,0.000758,4765.83
8,-128.89895514,0.0444714,8.0,0.00078,5294.85
9,-128.89816789,0.03519339,9.0,0.000816,5898.92
10,-128.90026396,0.02841931,10.0,0.000742,6377.53
11,-128.9002069,0.02955568,11.0,0.000741,6849.41
12,-128.9032629,0.0344949,12.0,0.000849,7323.29
13,-128.90148433,0.01411888,13.0,0.000845,7856.74
14,-128.90233637,0.05678159,14.0,0.000754,8343.12
15,-128.90467663,0.07140175,15.0,0.000837,9097.11
16,-128.90473338,0.03686731,16.0,0.000772,9576.43
17,-128.90595924,0.04450894,17.0,0.000716,10359.84
18,-128.90531027,0.03647476,18.0,0.000632,10895.53
19,-128.90632279,0.02487634,19.0,0.000805,11364.17
20,-128.9057475,0.03380469,20.0,0.0008,11935.59
21,-128.90522086,0.02684911,21.0,0.000733,12398.91
22,-128.90434493,0.03309726,22.0,0.000778,12884.37
23,-128.90316339,0.02070062,23.0,0.000779,13352.42
24,-128.90598575,0.02931936,24.0,0.000695,13818.39
25,-128.90524125,0.04726039,25.0,0.00075,14590.14
26,-128.90603081,0.03416211,26.0,0.00079,15322.01
27,-128.9063294,0.04285001,27.0,0.00126,15967.57
28,-128.90636202,0.04281192,28.0,0.000826,16446.98
29,-128.90492332,0.01991013,29.0,0.00068,16924.51
30,-128.9046627,0.0289667,30.0,0.00133,17397.94
31,-128.90539415,0.02023494,31.0,0.000881,17873.02
32,-128.90621368,0.03296795,32.0,0.00125,18363.88
33,-128.90671128,0.03252433,33.0,0.000874,18853.64
34,-128.90597876,0.0171519,34.0,0.00105,19326.55
35,-128.90689879,0.02676765,35.0,0.00099,19829.11
36,-128.90534106,0.03108638,36.0,0.000692,20296.71
37,-128.90522151,0.01589694,37.0,0.000965,20770.43
38,-128.90584157,0.02244712,38.0,0.000729,21268.39
39,-128.90525903,0.05177431,39.0,0.00074,21801.99
40,-128.907046,0.0540971,40.0,0.00069,22435.06
41,-128.90526835,0.01923932,41.0,0.000773,22910.68
42,-128.90562183,0.05470481,42.0,0.000629,23408.27
43,-128.9063627,0.04244463,43.0,0.00074,23953.71
44,-128.90705813,0.02143373,44.0,0.00077,24421.34
45,-128.90509006,0.01690829,45.0,0.000676,24896.88
46,-128.9054464,0.01938087,46.0,0.000703,25381.61
47,-128.90560698,0.02808379,47.0,0.000797,25877.12
48,-128.90526613,0.02226495,48.0,0.000845,26352.72
49,-128.9061435,0.02412353,49.0,0.000754,26839.87
