0	1
1	0.934797
2	0.875262
3	0.820419
4	0.769729
5	0.723159
6	0.6798
7	0.639565
8	0.602167
9	0.567521
10	0.53529
11	0.505405
12	0.477353
13	0.451197
14	0.426534
15	0.403636
16	0.382006
17	0.361599
18	0.342495
19	0.324632
20	0.308204
21	0.292746
22	0.278194
23	0.264377
24	0.251388
25	0.239022
26	0.227262
27	0.216202
28	0.20588
29	0.195841
30	0.18631
31	0.177546
32	0.169343
33	0.161385
34	0.153883
35	0.146706
36	0.139927
37	0.133557
38	0.127636
39	0.122068
40	0.116618
41	0.111386
42	0.106319
43	0.101761
44	0.0974921
45	0.0934728
46	0.0895862
47	0.0860072
48	0.0827423
49	0.0793795
50	0.0759766
51	0.0729332
52	0.0701773
53	0.0674286
54	0.0649017
55	0.0624434
56	0.0601916
57	0.0578958
58	0.0555385
59	0.0533862
60	0.0514749
61	0.0498407
62	0.0484522
63	0.0469758
64	0.0453081
65	0.0434817
66	0.0416665
67	0.0398374
68	0.0381441
69	0.0364525
70	0.034778
71	0.0332714
72	0.0319508
73	0.0307295
74	0.0293974
75	0.0279478
76	0.0267177
77	0.0253949
78	0.0242045
79	0.0231618
80	0.0219292
81	0.0205887
82	0.0192211
83	0.0179194
84	0.0165613
85	0.0152033
86	0.0139518
87	0.0126645
88	0.011547
89	0.010293
90	0.009009
91	0.00758564
92	0.00630458
93	0.00514376
94	0.00410851
95	0.00340974
96	0.00274947
97	0.00222333
98	0.00170232
99	0.00144855
100	0.00137205
101	0.00141048
102	0.00115624
103	0.000883736
104	0.000698037
105	0.000499871
106	0.000490991
107	0.000430487
108	0.000435088
109	0.000575393
110	0.000635298
111	0.00056307
112	0.000444237
113	0.000246892
114	0.000238187
115	6.14142e-06
116	-0.000125447
117	-0.00029751
118	-0.000297797
119	-0.000492536
120	-0.000685267
121	-0.000901618
122	-0.00104992
123	-0.00117921
124	-0.00122174
125	-0.00126964
126	-0.00141136
127	-0.00152861
128	-0.00183807
129	-0.00221221
130	-0.00226755
131	-0.00230523
132	-0.00238225
133	-0.00234131
134	-0.00244058
135	-0.00284685
136	-0.00337756
137	-0.00364929
138	-0.00387871
139	-0.00394192
140	-0.00412683
141	-0.00417815
142	-0.00443104
143	-0.00461731
144	-0.00478952
145	-0.00498574
146	-0.0051643
147	-0.00528373
148	-0.00554718
149	-0.0057128
150	-0.00595817
151	-0.00600603
152	-0.00614255
153	-0.00625004
154	-0.00622726
155	-0.00620183
156	-0.00616599
157	-0.006072
158	-0.0057714
159	-0.00544045
160	-0.00515533
161	-0.00515028
162	-0.00511104
163	-0.00507493
164	-0.00521475
165	-0.00541604
166	-0.0054321
167	-0.00527414
168	-0.00515358
169	-0.00499498
170	-0.00452838
171	-0.00390883
172	-0.00323637
173	-0.0028575
174	-0.00260361
175	-0.00227236
176	-0.00191401
177	-0.00148661
178	-0.000675253
179	-4.8872e-05
180	0.000523406
181	0.000933471
182	0.00141513
183	0.00216914
184	0.00291594
185	0.00354037
186	0.00412168
187	0.00452606
188	0.00499994
189	0.00531463
190	0.00554503
191	0.00573579
192	0.00586693
193	0.00591319
194	0.00591086
195	0.00579978
196	0.00584848
197	0.00600979
198	0.00611453
199	0.00618865
