,Energy,Gradient,Iteration,Noise,Time
0,-75.47034421,0.17563349,0.0,0.00223,61.45
1,-75.57739414,0.0749535,1.0,0.00128,131.82
2,-75.60702131,0.119631,2.0,0.00131,259.85
3,-75.6196054,0.07305658,3.0,0.000926,381.81
4,-75.62181922,0.04255562,4.0,0.000817,534.36
5,-75.62384868,0.04297138,5.0,0.000792,654.48
6,-75.62514338,0.05644166,6.0,0.000786,791.71
7,-75.62593591,0.09791785,7.0,0.000729,904.62
8,-75.62756207,0.04777439,8.0,0.000736,1059.07
9,-75.627309,0.04256581,9.0,0.000758,1166.51
10,-75.62835113,0.04526729,10.0,0.000692,1299.45
11,-75.62880047,0.11978033,11.0,0.000792,1398.8
12,-75.62854551,0.06143004,12.0,0.000756,1490.11
13,-75.62907628,0.04473221,13.0,0.000741,1625.77
14,-75.62867121,0.07322249,14.0,0.000946,1781.33
15,-75.62866594,0.05144805,15.0,0.000743,1906.26
16,-75.62910199,0.05213097,16.0,0.000698,1997.81
17,-75.62898785,0.04618483,17.0,0.000724,2096.91
18,-75.62884081,0.04614151,18.0,0.000731,2179.89
19,-75.62886697,0.05715356,19.0,0.000789,2284.52
20,-75.62888353,0.04583731,20.0,0.000722,2405.02
21,-75.62892862,0.04218077,21.0,0.000695,2513.75
22,-75.62934669,0.03828304,22.0,0.000725,2615.74
23,-75.62881241,0.03646798,23.0,0.000713,2728.33
24,-75.6289843,0.03886542,24.0,0.000685,2797.18
25,-75.62943679,0.05872256,25.0,0.000785,2896.24
26,-75.62931393,0.04161967,26.0,0.000706,3001.01
27,-75.62878016,0.07723071,27.0,0.000786,3085.02
28,-75.62858345,0.04569377,28.0,0.000734,3234.98
29,-75.62939103,0.04646436,29.0,0.000717,3316.0
30,-75.62888194,0.05426889,30.0,0.000867,3402.97
31,-75.62892384,0.0704737,31.0,0.00115,3499.55
32,-75.62864438,0.04531913,32.0,0.000706,3574.5
33,-75.62913011,0.04296283,33.0,0.000694,3662.61
34,-75.6288518,0.04545882,34.0,0.000719,3797.43
35,-75.62885475,0.04519647,35.0,0.000733,3881.03
36,-75.62925409,0.04040879,36.0,0.000722,3950.42
37,-75.62873995,0.0463423,37.0,0.000779,4038.97
38,-75.62933585,0.04231831,38.0,0.000782,4129.86
39,-75.62944263,0.04334099,39.0,0.000703,4196.9
40,-75.62976063,0.06225319,40.0,0.000983,4295.24
41,-75.629054,0.04989784,41.0,0.000705,4439.74
42,-75.62879179,0.03923748,42.0,0.000739,4531.03
43,-75.62930803,0.04438739,43.0,0.000696,4602.21
44,-75.62898779,0.04122832,44.0,0.000705,4733.64
45,-75.62965888,0.06621931,45.0,0.000689,4798.1
46,-75.62949602,0.14449355,46.0,0.000763,4906.97
47,-75.62951368,0.05822004,47.0,0.000739,5014.29
48,-75.62872111,0.0292679,48.0,0.000674,5094.68
49,-75.62962434,0.0349973,49.0,0.000737,5161.62
