,Iteration,Energy,Noise,Gradient,Time
390,390.0,-75.62869804,0.000735,0.0135753,983.27
391,391.0,-75.62855193,0.000762,0.0157268,985.82
392,392.0,-75.62901187,0.000759,0.0224193,988.33
393,393.0,-75.62876433,0.000778,0.02391748,990.83
394,394.0,-75.62846749,0.000822,0.01534356,993.33
395,395.0,-75.62828683,0.000828,0.01756077,995.83
396,396.0,-75.62889894,0.000716,0.01409642,998.35
397,397.0,-75.62967139,0.000725,0.0144091,1000.84
398,398.0,-75.6291626,0.000714,0.01369181,1003.36
399,399.0,-75.62861157,0.000722,0.01536668,1005.87
400,400.0,-75.62904026,0.000724,0.01347985,1008.37
401,401.0,-75.62865044,0.000723,0.01231368,1010.87
402,402.0,-75.6289951,0.000722,0.01422603,1013.39
403,403.0,-75.62830063,0.000758,0.01237194,1015.91
404,404.0,-75.62954331,0.000747,0.01355039,1018.43
405,405.0,-75.62904179,0.000748,0.01403059,1020.93
406,406.0,-75.62846119,0.000724,0.01223542,1023.45
407,407.0,-75.62892389,0.000761,0.0142713,1025.95
408,408.0,-75.62890487,0.000726,0.01671123,1028.47
409,409.0,-75.62907273,0.000745,0.0132734,1030.96
410,410.0,-75.62907925,0.000755,0.01534835,1033.48
411,411.0,-75.62866343,0.000759,0.01396067,1035.98
412,412.0,-75.62926311,0.000735,0.01538396,1038.48
413,413.0,-75.62944072,0.000722,0.014316,1040.97
414,414.0,-75.62894818,0.000712,0.01243145,1043.49
415,415.0,-75.62857329,0.000701,0.01426026,1046.02
416,416.0,-75.62932581,0.000717,0.01405997,1048.54
417,417.0,-75.62898573,0.000719,0.01424657,1051.03
418,418.0,-75.62878501,0.000735,0.01505899,1053.55
419,419.0,-75.62834518,0.000877,0.01291358,1056.05
420,420.0,-75.62857211,0.000825,0.01568639,1058.54
421,421.0,-75.62896687,0.000746,0.01290277,1061.04
422,422.0,-75.62927128,0.000799,0.01414141,1063.56
423,423.0,-75.62897487,0.000774,0.01521137,1066.06
424,424.0,-75.62927107,0.000774,0.01553422,1068.57
425,425.0,-75.62851109,0.000734,0.01340339,1071.06
426,426.0,-75.62889481,0.000753,0.0151446,1073.58
427,427.0,-75.62896231,0.000746,0.01408988,1076.14
428,428.0,-75.62879403,0.000908,0.01500609,1078.66
429,429.0,-75.62891673,0.000784,0.02272552,1081.15
430,430.0,-75.62878524,0.000752,0.01435485,1083.67
431,431.0,-75.62965362,0.000723,0.01211546,1086.17
432,432.0,-75.62910594,0.000715,0.01424461,1088.68
433,433.0,-75.62841331,0.000739,0.01416929,1091.18
434,434.0,-75.62835334,0.000735,0.01447364,1093.69
435,435.0,-75.62931011,0.000758,0.01324,1096.18
436,436.0,-75.62947071,0.000737,0.01997907,1098.69
437,437.0,-75.62910997,0.000749,0.01612755,1101.19
438,438.0,-75.62912311,0.000747,0.01364994,1103.7
439,439.0,-75.62900231,0.000739,0.01647037,1106.24
440,440.0,-75.62928494,0.000739,0.01458016,1108.75
441,441.0,-75.62943274,0.000785,0.01378444,1111.25
442,442.0,-75.62892134,0.000713,0.01329753,1113.77
443,443.0,-75.62941513,0.000735,0.01373866,1116.28
444,444.0,-75.62901025,0.000747,0.02037051,1118.77
445,445.0,-75.6290191,0.000788,0.02002326,1121.28
446,446.0,-75.62911321,0.000752,0.01466693,1123.79
447,447.0,-75.62853098,0.000794,0.01663818,1126.29
448,448.0,-75.62890785,0.000742,0.01509985,1128.81
449,449.0,-75.62982424,0.00074,0.01803058,1131.3
450,450.0,-75.62979898,0.000747,0.01477262,1133.82
451,451.0,-75.62804569,0.000742,0.0155538,1136.4
452,452.0,-75.62858077,0.000741,0.01497047,1138.92
453,453.0,-75.62892172,0.000733,0.01611082,1141.42
454,454.0,-75.6296879,0.00071,0.01711133,1143.94
455,455.0,-75.62841185,0.000853,0.01492768,1146.44
456,456.0,-75.62906129,0.000732,0.01427601,1148.97
457,457.0,-75.62896403,0.000766,0.01545912,1151.47
458,458.0,-75.62963788,0.000725,0.01295511,1154.88
459,459.0,-75.62954612,0.000715,0.01422051,1157.38
460,460.0,-75.62946055,0.000802,0.01210765,1159.91
461,461.0,-75.6290817,0.000746,0.01749504,1162.41
462,462.0,-75.62918302,0.000861,0.01244963,1164.95
463,463.0,-75.62962028,0.000733,0.03405346,1167.53
464,464.0,-75.62933906,0.000776,0.01515938,1170.05
465,465.0,-75.62947004,0.000774,0.01536717,1172.56
466,466.0,-75.62833279,0.000767,0.01698396,1175.11
467,467.0,-75.62845902,0.000772,0.01633734,1177.63
468,468.0,-75.62855212,0.000707,0.01575373,1180.13
469,469.0,-75.62868016,0.00076,0.01530064,1182.63
470,470.0,-75.62938072,0.000856,0.01664457,1185.15
471,471.0,-75.62870595,0.000764,0.01420011,1187.65
472,472.0,-75.62836205,0.000771,0.0159013,1190.15
473,473.0,-75.62894368,0.000721,0.0156964,1192.65
474,474.0,-75.62810562,0.000741,0.02026856,1195.16
475,475.0,-75.62883148,0.000868,0.01690384,1197.72
476,476.0,-75.62896639,0.000759,0.01477282,1200.24
477,477.0,-75.62923096,0.000734,0.0134075,1202.73
478,478.0,-75.62891343,0.000749,0.01429295,1205.25
479,479.0,-75.62870837,0.000811,0.01449128,1207.74
480,480.0,-75.62872771,0.000748,0.01350421,1210.25
481,481.0,-75.62923464,0.000741,0.0146757,1212.75
482,482.0,-75.6291755,0.000746,0.01356897,1215.26
483,483.0,-75.62941904,0.00071,0.01309483,1217.76
484,484.0,-75.62873603,0.000813,0.01510139,1220.27
485,485.0,-75.62910585,0.00083,0.01251234,1222.76
486,486.0,-75.62822333,0.000772,0.01612395,1225.28
487,487.0,-75.62913322,0.000767,0.01376112,1227.84
488,488.0,-75.62854496,0.000703,0.01374582,1230.36
489,489.0,-75.62839662,0.00073,0.01316844,1232.86
490,490.0,-75.62844615,0.000698,0.01259578,1235.38
491,491.0,-75.62967612,0.000757,0.01392367,1237.88
492,492.0,-75.62965274,0.000726,0.01204712,1240.41
