0	1
1	0.945099
2	0.894034
3	0.846615
4	0.802407
5	0.760868
6	0.722123
7	0.685843
8	0.651729
9	0.619555
10	0.58931
11	0.560608
12	0.533648
13	0.508327
14	0.484613
15	0.462162
16	0.441085
17	0.421029
18	0.401904
19	0.383766
20	0.366498
21	0.350438
22	0.335281
23	0.320908
24	0.30731
25	0.294389
26	0.282149
27	0.270513
28	0.259269
29	0.248448
30	0.238107
31	0.228185
32	0.218756
33	0.209736
34	0.200987
35	0.192568
36	0.184519
37	0.17677
38	0.169421
39	0.1624
40	0.155512
41	0.149131
42	0.142866
43	0.136859
44	0.131259
45	0.125824
46	0.120516
47	0.115328
48	0.110488
49	0.10578
50	0.101307
51	0.096991
52	0.0928497
53	0.0889567
54	0.0853186
55	0.0819103
56	0.0787723
57	0.0758921
58	0.0731689
59	0.0705145
60	0.0679229
61	0.0654881
62	0.0632781
63	0.0612205
64	0.0590812
65	0.0569649
66	0.054895
67	0.052809
68	0.0506794
69	0.0485693
70	0.0462725
71	0.0441689
72	0.0420866
73	0.040225
74	0.0385565
75	0.0370618
76	0.0354964
77	0.0341027
78	0.0328955
79	0.0318793
80	0.0308366
81	0.0299079
82	0.0289709
83	0.0278957
84	0.026947
85	0.0261303
86	0.0251537
87	0.0243111
88	0.0234281
89	0.0225277
90	0.0217293
91	0.0210331
92	0.0204562
93	0.0199508
94	0.0195955
95	0.0192019
96	0.0186896
97	0.0183645
98	0.018124
99	0.0179257
100	0.0177664
101	0.0176039
102	0.0173519
103	0.0170862
104	0.0169131
105	0.0168806
106	0.0168132
107	0.0168802
108	0.0169354
109	0.0167564
110	0.0164519
111	0.0162503
112	0.0160565
113	0.0160281
114	0.0160134
115	0.0159001
116	0.0157943
117	0.0157091
118	0.0157516
119	0.0157908
120	0.0157595
121	0.0156826
122	0.0156156
123	0.0154781
124	0.015379
125	0.015259
126	0.0152173
127	0.0151842
128	0.0151496
129	0.0151861
130	0.0150358
131	0.0149313
132	0.0147286
133	0.0144984
134	0.0142059
135	0.0137137
136	0.0131525
137	0.0126926
138	0.0121459
139	0.0117294
140	0.0113239
141	0.011036
142	0.0107952
143	0.0106197
144	0.0104861
145	0.0103711
146	0.0102149
147	0.0101507
148	0.0100526
149	0.0098455
150	0.00959491
151	0.00931061
152	0.0090716
153	0.00864798
154	0.00818392
155	0.00779405
156	0.0075491
157	0.00724519
158	0.00682185
159	0.0064285
160	0.00592364
161	0.00538285
162	0.00491028
163	0.00433342
164	0.00380784
165	0.00333076
166	0.00282318
167	0.00232331
168	0.00181264
169	0.00125052
170	0.000779536
171	0.00042058
172	0.00013715
173	-0.000207426
174	-0.000493268
175	-0.000790327
176	-0.00112375
177	-0.00148742
178	-0.00187475
179	-0.00198813
180	-0.00206158
181	-0.00206998
182	-0.00216799
183	-0.00209234
184	-0.00194334
185	-0.00171282
186	-0.00160317
187	-0.00133105
188	-0.00103202
189	-0.000889916
190	-0.000792856
191	-0.00072029
192	-0.000610844
193	-0.000460926
194	-0.000243491
195	2.12637e-05
196	0.000512761
197	0.000884452
198	0.00124239
199	0.00150605
