,Energy,Gradient,Iteration,Noise,Time
0,-75.47034421,0.17563349,0.0,0.00223,62.72
1,-75.57919188,0.07457884,1.0,0.00115,99.5
2,-75.60312153,0.05016177,2.0,0.00101,168.06
3,-75.61344131,0.0422464,3.0,0.000897,258.05
4,-75.6186134,0.03607561,4.0,0.000841,335.32
5,-75.62331605,0.03822361,5.0,0.000791,413.78
6,-75.62628864,0.03811788,6.0,0.000748,492.64
7,-75.62733928,0.04133718,7.0,0.000995,556.47
8,-75.62713202,0.0346668,8.0,0.000753,635.25
9,-75.62781272,0.03932183,9.0,0.000761,704.95
10,-75.6283856,0.03737189,10.0,0.000829,767.38
11,-75.62821409,0.03666221,11.0,0.000741,860.56
12,-75.62837552,0.03732508,12.0,0.000698,918.24
13,-75.62873296,0.03337601,13.0,0.000701,987.69
14,-75.62805885,0.0371348,14.0,0.000707,1050.39
15,-75.62842035,0.02854615,15.0,0.000812,1117.44
16,-75.62823337,0.03819127,16.0,0.000712,1183.18
17,-75.62910853,0.02963213,17.0,0.000695,1295.77
18,-75.62887335,0.03864797,18.0,0.000695,1368.28
19,-75.62916186,0.03307431,19.0,0.000708,1437.22
20,-75.62913573,0.03315288,20.0,0.00075,1536.57
21,-75.62908179,0.03291259,21.0,0.000726,1659.62
22,-75.62845526,0.04208433,22.0,0.000799,1728.0
23,-75.62906766,0.03885573,23.0,0.000723,1785.8
24,-75.63003942,0.03612171,24.0,0.000737,1850.87
25,-75.62880787,0.0368935,25.0,0.000701,1912.02
26,-75.63005527,0.03781379,26.0,0.00071,1969.77
27,-75.62993846,0.03176272,27.0,0.000749,2083.89
28,-75.62907743,0.04067838,28.0,0.000717,2176.62
29,-75.62909157,0.03778425,29.0,0.000699,2272.56
30,-75.62883214,0.03343624,30.0,0.000702,2350.5
31,-75.62917822,0.05668704,31.0,0.000758,2410.33
32,-75.62990292,0.03230091,32.0,0.000686,2490.74
33,-75.62927835,0.05492377,33.0,0.00072,2551.54
34,-75.6299714,0.03138743,34.0,0.000701,2611.03
35,-75.62967885,0.03615082,35.0,0.000712,2726.78
36,-75.62958992,0.06132029,36.0,0.000784,2788.81
37,-75.629648,0.0688384,37.0,0.000892,2871.7
38,-75.62971848,0.07371365,38.0,0.000703,2938.43
39,-75.62918263,0.04034268,39.0,0.000748,2996.16
40,-75.62938776,0.06483239,40.0,0.000871,3079.41
41,-75.62969411,0.03633872,41.0,0.000704,3149.33
42,-75.62948669,0.03106052,42.0,0.000717,3276.61
43,-75.62952757,0.04177386,43.0,0.00075,3392.03
44,-75.62971588,0.03895865,44.0,0.000707,3451.35
45,-75.63004971,0.03912896,45.0,0.000736,3563.69
46,-75.62942199,0.03361938,46.0,0.000747,3620.14
47,-75.62882921,0.038102,47.0,0.000699,3681.18
48,-75.63025997,0.06015809,48.0,0.00129,3758.02
49,-75.62957002,0.14299949,49.0,0.00116,3899.94
