,Energy,Gradient,Iteration,Noise,Time
0,-75.47034421,0.17563349,0.0,0.00223,61.48
1,-75.57739414,0.0749535,1.0,0.00128,93.68
2,-75.60458197,0.04957781,2.0,0.000962,165.23
3,-75.6132771,0.03490017,3.0,0.000945,255.47
4,-75.61826691,0.0365684,4.0,0.000891,337.59
5,-75.62345967,0.03293903,5.0,0.000779,412.3
6,-75.62559797,0.03036995,6.0,0.000767,507.86
7,-75.62660305,0.03471329,7.0,0.000725,590.54
8,-75.62744722,0.03056848,8.0,0.000704,680.66
9,-75.62788631,0.03291057,9.0,0.000735,759.48
10,-75.62775177,0.05957846,10.0,0.000723,857.91
11,-75.62820478,0.03067559,11.0,0.000678,943.15
12,-75.62837088,0.03737638,12.0,0.000886,1053.68
13,-75.62889622,0.03908546,13.0,0.000736,1162.55
14,-75.62901344,0.02720155,14.0,0.000728,1239.91
15,-75.62933679,0.02989684,15.0,0.000708,1314.41
16,-75.62960375,0.03277221,16.0,0.000678,1402.34
17,-75.62927871,0.03591408,17.0,0.000706,1492.68
18,-75.62921714,0.03916518,18.0,0.000725,1601.78
19,-75.62981743,0.04946396,19.0,0.000799,1681.89
20,-75.62951659,0.03789099,20.0,0.000702,1748.41
21,-75.62940845,0.0316531,21.0,0.0007,1836.32
22,-75.62937424,0.03794994,22.0,0.000761,1924.32
23,-75.62932122,0.13296521,23.0,0.000871,2020.08
24,-75.62962709,0.03648839,24.0,0.000702,2099.96
25,-75.62920251,0.03921534,25.0,0.000715,2174.47
26,-75.62921758,0.0464683,26.0,0.000722,2255.83
27,-75.62895811,0.03558031,27.0,0.000697,2348.93
28,-75.62918612,0.04538315,28.0,0.000715,2412.77
29,-75.62963426,0.03342675,29.0,0.000688,2554.87
30,-75.63020142,0.03620071,30.0,0.000725,2635.05
31,-75.62970394,0.03831001,31.0,0.000713,2767.75
32,-75.62957187,0.0357707,32.0,0.000711,2918.24
33,-75.62913297,0.038874,33.0,0.000701,3019.65
34,-75.62962329,0.12443985,34.0,0.000747,3096.63
35,-75.62933658,0.03030057,35.0,0.000687,3174.34
36,-75.62987444,0.03606056,36.0,0.000732,3274.98
37,-75.62951924,0.06235384,37.0,0.000757,3352.5
38,-75.62958569,0.04640299,38.0,0.000739,3468.02
39,-75.62938424,0.04202525,39.0,0.000833,3540.11
40,-75.62949764,0.03427115,40.0,0.00071,3609.25
41,-75.62981288,0.0500824,41.0,0.000702,3715.2
42,-75.62929906,0.06090778,42.0,0.000698,3817.03
43,-75.62941382,0.03688553,43.0,0.000704,3931.83
44,-75.62992264,0.03456409,44.0,0.000705,4047.74
45,-75.62955353,0.03340787,45.0,0.000756,4151.39
46,-75.6302263,0.03707139,46.0,0.000727,4215.4
47,-75.62970743,0.03271091,47.0,0.000679,4281.54
48,-75.62957034,0.09196333,48.0,0.000737,4357.86
49,-75.62985247,0.04369415,49.0,0.00077,4434.85
