,Iteration,Energy,Noise,Gradient,Time
0,0.0,-126.69904743,0.00274,18.6285512,571.46
1,1.0,-128.51859576,0.00222,3.18840624,1194.58
2,2.0,-128.81545362,0.0011,0.92508972,1734.59
3,3.0,-128.87368102,0.00101,0.1133384,2407.35
4,4.0,-128.88653479,0.00088,0.0308426,2966.25
5,5.0,-128.89036868,0.000791,0.02049791,3535.96
6,6.0,-128.8941613,0.0009,0.03862406,4341.31
7,7.0,-128.89658444,0.00108,0.11033321,4991.27
8,8.0,-128.89726332,0.000882,0.05658188,5673.69
9,9.0,-128.89869142,0.00086,0.05834935,6449.77
10,10.0,-128.90044377,0.000753,0.03137285,7124.16
11,11.0,-128.90193668,0.000763,0.04097455,7827.89
12,12.0,-128.90404786,0.000818,0.05974514,8636.97
13,13.0,-128.90383638,0.000686,0.06946416,9422.99
14,14.0,-128.90565935,0.000791,0.0314299,10417.74
15,15.0,-128.90539969,0.000885,0.02559263,10975.74
16,16.0,-128.90653063,0.000674,0.03789964,11709.5
17,17.0,-128.9063009,0.000706,0.07157889,12516.28
18,18.0,-128.90623687,0.000758,0.03996202,13137.45
19,19.0,-128.90599484,0.0008,0.04891369,13790.4
20,20.0,-128.90725457,0.000891,0.0213743,14349.98
21,21.0,-128.90746095,0.000719,0.0239076,15105.98
22,22.0,-128.90579499,0.000631,0.02403173,15664.31
23,23.0,-128.90506179,0.000663,0.0752463,16232.08
24,24.0,-128.90666196,0.00129,0.0313992,17011.6
25,25.0,-128.9069918,0.00207,0.02677194,17559.88
26,26.0,-128.90726045,0.000728,0.02950946,18325.55
27,27.0,-128.90661223,0.000743,0.03338673,18824.95
28,28.0,-128.90701994,0.000709,0.04048492,19415.91
29,29.0,-128.90593379,0.000686,0.02143312,20109.7
30,30.0,-128.90574894,0.000721,0.02795247,20701.45
31,31.0,-128.90678663,0.000623,0.029987,21220.31
32,32.0,-128.90680435,0.00066,0.02125195,21924.85
33,33.0,-128.90586286,0.000857,0.02786237,22626.53
34,34.0,-128.90656336,0.000821,0.02421291,23135.86
35,35.0,-128.90624954,0.000664,0.02083839,23665.77
36,36.0,-128.90610953,0.00091,0.01487621,24491.25
37,37.0,-128.90765863,0.000766,0.01844559,25164.5
38,38.0,-128.90662814,0.000709,0.0174934,25662.56
39,39.0,-128.90609179,0.000677,0.02284148,26211.6
40,40.0,-128.90604298,0.000674,0.01834986,26719.88
41,41.0,-128.90586223,0.000714,0.02238112,27270.41
42,42.0,-128.90678723,0.000685,0.01909181,27840.72
43,43.0,-128.90717309,0.000635,0.0444488,28348.91
44,44.0,-128.90656097,0.000744,0.02810144,29188.86
45,45.0,-128.90809474,0.000688,0.10698865,29879.23
46,46.0,-128.90704788,0.000669,0.02090374,30397.95
47,47.0,-128.90762381,0.000661,0.02460147,30935.95
48,48.0,-128.90571884,0.0007,0.01553141,31435.44
49,49.0,-128.90709291,0.000824,0.02332335,32110.49
